"15.000";"0,59465";"0,58347";"0,59841";"0,59834";"0,59466"
"30.000";"0,59832";"0,58450";"0,59866";"0,59878";"0,59375"
"60.000";"0,59599";"0,58650";"0,59861";"0,59834";"0,59236"
"100.000";"0,59594";"0,58931";"0,59810";"0,59798";"0,59292"

"15.000";"0,58912";"0,56636";"0,59341";"0,59332";"0,58391"
"30.000";"0,59181";"0,56499";"0,59721";"0,59748";"0,58272"
"60.000";"0,58949";"0,57775";"0,59303";"0,59298";"0,58366"
"100.000";"0,58635";"0,58561";"0,59323";"0,59322";"0,58556"

"15.000";"0,57718";"0,54930";"0,58115";"0,58103";"0,58021"
"30.000";"0,58618";"0,54770";"0,59056";"0,59062";"0,57412"
"60.000";"0,57907";"0,53761";"0,58731";"0,58722";"0,55938"
"100.000";"0,58042";"0,54905";"0,59029";"0,59031";"0,57673"

"15.000";"0,53673";"0,53757";"0,57690";"0,57544";"0,56354"
"30.000";"0,50970";"0,54284";"0,57205";"0,57274";"0,57245"
"60.000";"0,56615";"0,53543";"0,57778";"0,57807";"0,56777"
"100.000";"0,57560";"0,53598";"0,58327";"0,58325";"0,57559"

"15.000";"0,31796";"0,51447";"0,55775";"0,56101";"0,55143"
"30.000";"0,48989";"0,48925";"0,56352";"0,56358";"0,54352"
"60.000";"0,53837";"0,48579";"0,55343";"0,55345";"0,52197"
"100.000";"0,52618";"0,50880";"0,54023";"0,54019";"0,50501"
