"15.000";"5,72738e-04";"1,02110e-03";"1,00270e-03";"9,21288e-04";"9,31399e-04"
"30.000";"3,62734e-04";"7,69637e-04";"7,95189e-04";"7,03225e-04";"7,20160e-04"
"60.000";"2,61211e-04";"5,86783e-04";"6,06642e-04";"6,35853e-04";"5,80936e-04"
"100.000";"1,69738e-04";"4,40143e-04";"4,87852e-04";"4,88137e-04";"4,99830e-04"

"15.000";"5,72549e-04";"1,56123e-03";"1,00608e-03";"9,99809e-04";"8,76757e-04"
"30.000";"4,43828e-04";"9,96196e-04";"8,21628e-04";"8,15540e-04";"7,77340e-04"
"60.000";"2,74589e-04";"7,25158e-04";"6,42138e-04";"6,39909e-04";"6,81090e-04"
"100.000";"2,00632e-04";"5,06478e-04";"5,18327e-04";"5,17625e-04";"6,19685e-04"

"15.000";"5,92929e-04";"1,57200e-03";"1,33465e-03";"1,32853e-03";"1,21410e-03"
"30.000";"4,31556e-04";"1,16756e-03";"9,62971e-04";"9,63092e-04";"8,95291e-04"
"60.000";"2,88652e-04";"8,32678e-04";"7,83318e-04";"7,84044e-04";"7,59816e-04"
"100.000";"2,02775e-04";"7,09407e-04";"6,65755e-04";"6,65742e-04";"6,71386e-04"

"15.000";"8,30070e-04";"2,13195e-03";"1,28728e-03";"1,27463e-03";"1,31130e-03"
"30.000";"4,91979e-04";"1,40499e-03";"1,21152e-03";"1,21162e-03";"1,01763e-03"
"60.000";"2,89390e-04";"1,09661e-03";"9,20326e-04";"9,10266e-04";"9,37984e-04"
"100.000";"2,01008e-04";"9,03660e-04";"8,07205e-04";"8,07491e-04";"8,25447e-04"

"15.000";"9,52267e-04";"2,85801e-03";"1,72572e-03";"1,74603e-03";"1,60877e-03"
"30.000";"6,50956e-04";"1,90112e-03";"1,44341e-03";"1,44340e-03";"1,28081e-03"
"60.000";"3,39834e-04";"1,39349e-03";"1,16380e-03";"1,16308e-03";"1,29428e-03"
"100.000";"2,28333e-04";"1,15386e-03";"1,06381e-03";"1,06533e-03";"1,10419e-03"
