"15.000";"1,15824";"1,13563";"1,11155";"1,08556";"1,14298"
"30.000";"1,08060";"1,19005";"1,09516";"1,08460";"1,12088"
"60.000";"1,12058";"1,15848";"1,07265";"1,08692";"1,12528"
"100.000";"1,07919";"1,10902";"1,04850";"1,04756";"1,10878"

"15.000";"1,17876";"1,23320";"1,13482";"1,13301";"1,16649"
"30.000";"1,12482";"1,26227";"1,09764";"1,10480";"1,20191"
"60.000";"1,10528";"1,22472";"1,08806";"1,09810";"1,16519"
"100.000";"1,12786";"1,13104";"1,06125";"1,06139";"1,16649"

"15.000";"1,20717";"1,24393";"1,19507";"1,20842";"1,22321"
"30.000";"1,16724";"1,31336";"1,12671";"1,11300";"1,19550"
"60.000";"1,14563";"1,32805";"1,11670";"1,11709";"1,24962"
"100.000";"1,15702";"1,26131";"1,08974";"1,08982";"1,19858"


"15.000";"1,44468";"1,33633";"1,19630";"1,19693";"1,21874"
"30.000";"1,39521";"1,31444";"1,25018";"1,25135";"1,22399"
"60.000";"1,26923";"1,37858";"1,16041";"1,15642";"1,24856"
"100.000";"1,14348";"1,34365";"1,14234";"1,14245";"1,26469"


"15.000";"6,17023";"1,49158";"1,28772";"1,28006";"1,30849"
"30.000";"2,95550";"1,48424";"1,25607";"1,25613";"1,31918"
"60.000";"1,33681";"1,53118";"1,24452";"1,24459";"1,35976"
"100.000";"1,42481";"1,44644";"1,24274";"1,24271";"1,39356"
